,job_title,company,description
203, Neo4J Developer , SGS Consulting ,"Title: Neo4J Developer Location: Manhattan, NY (Onsite) Job Duration: Permanent / Full Time Skill: Database Administration (DBMS)Skill: Neo4J.Qualification: BachelorRoles & Responsibilities: This position is for Graph database developer (Neo4j).The Graph database developer will model Graph databases and write cypher queries for the application team and fine tunes existing cypher queries for performance improvements.The developer/consultant must have high knowledge of Graph databases using Neo4j Title: Neo4J Developer Location: Manhattan, NY (Onsite) Job Duration: Permanent / Full Time Skill: Database Administration (DBMS)Skill: Neo4J.Qualification: BachelorRoles & Responsibilities: This position is for Graph database developer (Neo4j).The Graph database developer will model Graph databases and write cypher queries for the application team and fine tunes existing cypher queries for performance improvements.The developer/consultant must have high knowledge of Graph databases using Neo4j Title: Neo4J Developer Location: Manhattan, NY (Onsite) Job Duration: Permanent / Full Time Skill: Database Administration (DBMS)Skill: Neo4J.Qualification: BachelorRoles & Responsibilities: This position is for Graph database developer (Neo4j).The Graph database developer will model Graph databases and write cypher queries for the application team and fine tunes existing cypher queries for performance improvements.The developer/consultant must have high knowledge of Graph databases using Neo4j "
204, NetSuite Support Analyst , Catch Resource Management Limited ,"NetSuite Support Analyst Implementation, Business Analyst, P2P, O2C, R2R, Supply Chain, WMS, Inventory, Financials, Data Migration, CIMA, AAT, ACCA, Systems Specialist, Systems Lead, NetSuite Lead, Finance Lead Permanent Remote Mexico Brazil Columbia - Panama - $44K-$57k Relevant to candidates local currency We are seeking a talented NetSuite Support Analyst to work remotely from Mexico, Brazil, Columbia, or Panama. If you are a NetSuite expert with a knack for solving complex business challengeNetSuite Support Analyst Implementation, Business Analyst, P2P, O2C, R2R, Supply Chain, WMS, Inventory, Financials, Data Migration, CIMA, AAT, ACCA, Systems Specialist, Systems Lead, NetSuite Lead, Finance Lead Permanent Remote Mexico Brazil Columbia - Panama - $44K-$57k Relevant to candidates local currency We are seeking a talented NetSuite Support Analyst to work remotely from Mexico, Brazil, Columbia, or Panama. If you are a NetSuite expert with a knack for solving complex business challengeNetSuite Support Analyst Implementation, Business Analyst, P2P, O2C, R2R, Supply Chain, WMS, Inventory, Financials, Data Migration, CIMA, AAT, ACCA, Systems Specialist, Systems Lead, NetSuite Lead, Finance Lead Permanent Remote Mexico Brazil Columbia - Panama - $44K-$57k Relevant to candidates local currency We are seeking a talented NetSuite Support Analyst to work remotely from Mexico, Brazil, Columbia, or Panama. If you are a NetSuite expert with a knack for solving complex business challenge"
205, ORACLE DATA ARCHITECT/DATA ARCHITECT , Tekfortune Inc. ,"Role: ORACLE  DATA ARCHITECT/DATA ARCHITECT Location: 100% Remote Duration: Long Term Contract/ Contract to Hire  Must Have:  Data strategy, high level data architecture, FAW, Oracle, OIC, but their whole career does not need to be oracle, experience with different environments are good as well. Experience integrating this with lots of different 3rd party tools. High level data architect with this FAW, Oracle, OIC  Job Description Someone that understands the data structure within oracle and theRole: ORACLE  DATA ARCHITECT/DATA ARCHITECT Location: 100% Remote Duration: Long Term Contract/ Contract to Hire  Must Have:  Data strategy, high level data architecture, FAW, Oracle, OIC, but their whole career does not need to be oracle, experience with different environments are good as well. Experience integrating this with lots of different 3rd party tools. High level data architect with this FAW, Oracle, OIC  Job Description Someone that understands the data structure within oracle and theRole: ORACLE  DATA ARCHITECT/DATA ARCHITECT Location: 100% Remote Duration: Long Term Contract/ Contract to Hire  Must Have:  Data strategy, high level data architecture, FAW, Oracle, OIC, but their whole career does not need to be oracle, experience with different environments are good as well. Experience integrating this with lots of different 3rd party tools. High level data architect with this FAW, Oracle, OIC  Job Description Someone that understands the data structure within oracle and the"
206, OnBase/.NET API Developer , HYR Global Source Inc ,"Role: OnBase/.NET API Developer Location: Remote Full Time / Long Term Contract (W2 Only) H1B Transfer will also work This resource will be creating a suite of APIs to integrate with OnBase for document management. Qualifications Strong experience as a developer working with OnBase. Experience working as a developer on full lifecycle projects leveraging SDLC methodology including waterfall and agile approaches to project implementation. Familiarity configuring and supporting OnBase API, C# and/o"
207, OneStream Consultant , TekShapers ,"POSITION SUMMARY: The Developer COTS  (OneStream) will code, test, implement and support the enterprise application solutions like OneStream and Oracle. The ideal candidate will reflect a mix of strong technical proficiency, application maintenance ownership, and the ability to work effectively with other business and technology personnel and internal customers to provide very responsive support to this global application. Skills: Hands on experience in reporting tools like OneStream and Hyperio"
208, Oracle Cloud HCM OIC Functional Consultant , Omega Hires ,Title:Oracle HCM OIC Functional Consultant Location:Remote Duration:6+ Months JD: Oracle Cloud HCMTalent moduleRecruiting moduleCore HR moduleDynamic skillsTalent ProfilesHDL/HSDLBI ExtractsOIC (Oracle Integration Cloud)REST APIsTransferring data between core HCM to third party systemsTitle:Oracle HCM OIC Functional Consultant Location:Remote Duration:6+ Months JD: Oracle Cloud HCMTalent moduleRecruiting moduleCore HR moduleDynamic skillsTalent ProfilesHDL/HSDLBI ExtractsOIC (Oracle Integration Cloud)REST APIsTransferring data between core HCM to third party systemsTitle:Oracle HCM OIC Functional Consultant Location:Remote Duration:6+ Months JD: Oracle Cloud HCMTalent moduleRecruiting moduleCore HR moduleDynamic skillsTalent ProfilesHDL/HSDLBI ExtractsOIC (Oracle Integration Cloud)REST APIsTransferring data between core HCM to third party systems
209, Oracle Cloud Technical BSA (or) Product Owner for Full-time & Direct-hire - 100% Remote , Vigilant Technologies ,"Skill : Oracle Fusion Cloud Applications Business Systems Analyst Job Title :[Level 4  Associate Manager ] Business Systems Analyst and Agile Product Owner Location :100% Remote Duration : Full-time/ Direct-Hire  Summary: We are in search of a dynamic and proficient Business Systems Analyst with a specialization in Oracle Fusion Cloud applications (Oracle Service Cloud, Oracle Field Service Cloud, Oracle SCM, OIC) and experience in Agile product ownership. This role will not only be responsible Skill : Oracle Fusion Cloud Applications Business Systems Analyst Job Title :[Level 4  Associate Manager ] Business Systems Analyst and Agile Product Owner Location :100% Remote Duration : Full-time/ Direct-Hire  Summary: We are in search of a dynamic and proficient Business Systems Analyst with a specialization in Oracle Fusion Cloud applications (Oracle Service Cloud, Oracle Field Service Cloud, Oracle SCM, OIC) and experience in Agile product ownership. This role will not only be responsible Skill : Oracle Fusion Cloud Applications Business Systems Analyst Job Title :[Level 4  Associate Manager ] Business Systems Analyst and Agile Product Owner Location :100% Remote Duration : Full-time/ Direct-Hire  Summary: We are in search of a dynamic and proficient Business Systems Analyst with a specialization in Oracle Fusion Cloud applications (Oracle Service Cloud, Oracle Field Service Cloud, Oracle SCM, OIC) and experience in Agile product ownership. This role will not only be responsible "
210, Oracle DBA ," Digitek Software, Inc. ","One of our clients is looking for the position of Senior Oracle DBA based on following skills:  Location: IN  As the Senior Database Analyst, you will support Oracle databases to ensure data integrity, security, and Stability.  Selected resource MUST come onsite the first week for onboarding. This is not reimbursable by the client. Please confirm the resource understands this requirement.  Successful candidates will have extensive experience with the latest releases of Oracle RDBMS and be proficOne of our clients is looking for the position of Senior Oracle DBA based on following skills:  Location: IN  As the Senior Database Analyst, you will support Oracle databases to ensure data integrity, security, and Stability.  Selected resource MUST come onsite the first week for onboarding. This is not reimbursable by the client. Please confirm the resource understands this requirement.  Successful candidates will have extensive experience with the latest releases of Oracle RDBMS and be proficOne of our clients is looking for the position of Senior Oracle DBA based on following skills:  Location: IN  As the Senior Database Analyst, you will support Oracle databases to ensure data integrity, security, and Stability.  Selected resource MUST come onsite the first week for onboarding. This is not reimbursable by the client. Please confirm the resource understands this requirement.  Successful candidates will have extensive experience with the latest releases of Oracle RDBMS and be proficOne of our clients is looking for the position of Senior Oracle DBA based on following skills:  Location: IN  As the Senior Database Analyst, you will support Oracle databases to ensure data integrity, security, and Stability.  Selected resource MUST come onsite the first week for onboarding. This is not reimbursable by the client. Please confirm the resource understands this requirement.  Successful candidates will have extensive experience with the latest releases of Oracle RDBMS and be profic"
211, Oracle DBA , Innoza Tech LLC ,"SkillRequired / DesiredAmountof ExperienceDemonstrable skills in designing schema, access patterns, locking strategy, SQL development, and tuning Oracle Databases in an enterprise environmentRequired7YearsModifying the database structure, creation, and update to existing database objects per application needsRequired7YearsExperience in configuring, monitoring, and Cache management for Oracle database serversRequired3YearsStrong experience in allocating system storage and planning future storage SkillRequired / DesiredAmountof ExperienceDemonstrable skills in designing schema, access patterns, locking strategy, SQL development, and tuning Oracle Databases in an enterprise environmentRequired7YearsModifying the database structure, creation, and update to existing database objects per application needsRequired7YearsExperience in configuring, monitoring, and Cache management for Oracle database serversRequired3YearsStrong experience in allocating system storage and planning future storage SkillRequired / DesiredAmountof ExperienceDemonstrable skills in designing schema, access patterns, locking strategy, SQL development, and tuning Oracle Databases in an enterprise environmentRequired7YearsModifying the database structure, creation, and update to existing database objects per application needsRequired7YearsExperience in configuring, monitoring, and Cache management for Oracle database serversRequired3YearsStrong experience in allocating system storage and planning future storage SkillRequired / DesiredAmountof ExperienceDemonstrable skills in designing schema, access patterns, locking strategy, SQL development, and tuning Oracle Databases in an enterprise environmentRequired7YearsModifying the database structure, creation, and update to existing database objects per application needsRequired7YearsExperience in configuring, monitoring, and Cache management for Oracle database serversRequired3YearsStrong experience in allocating system storage and planning future storage "
212, Oracle DBA , thestaffinghub ,"Required experience level : 5-8 years is fine. They should be able to work independently. Candidates with little higher experience level would also be accepted. Note from the Hiring Manager : Functional Oracle DBA. Should be able to work independently, able to be in an on-call rotation 24x7. Some SQL Server or PostgreSQL would be good too. Key Responsibilities: Assist with Oracle patching and upgrade tasks  Implement and support tasks such as patching coordination, backup and recovery procedures"
213, Oracle Database Administrator ," Vector Consulting, Inc ","Our government client is looking for an experienced Oracle Database Administrator on a remote 6+ months renewable contractopportunityin Indianapolis, IN. Position: Oracle Database Administrator Job Summary: This position is needed to maintain minimum staffing needs of the Oracle Database Services team. The agency Oracle team manages the data for the majority of the States agency applications have systems which are dependent upon this team for the maintenance of their back-end data. Agency applicOur government client is looking for an experienced Oracle Database Administrator on a remote 6+ months renewable contractopportunityin Indianapolis, IN. Position: Oracle Database Administrator Job Summary: This position is needed to maintain minimum staffing needs of the Oracle Database Services team. The agency Oracle team manages the data for the majority of the States agency applications have systems which are dependent upon this team for the maintenance of their back-end data. Agency applicOur government client is looking for an experienced Oracle Database Administrator on a remote 6+ months renewable contractopportunityin Indianapolis, IN. Position: Oracle Database Administrator Job Summary: This position is needed to maintain minimum staffing needs of the Oracle Database Services team. The agency Oracle team manages the data for the majority of the States agency applications have systems which are dependent upon this team for the maintenance of their back-end data. Agency applicOur government client is looking for an experienced Oracle Database Administrator on a remote 6+ months renewable contractopportunityin Indianapolis, IN. Position: Oracle Database Administrator Job Summary: This position is needed to maintain minimum staffing needs of the Oracle Database Services team. The agency Oracle team manages the data for the majority of the States agency applications have systems which are dependent upon this team for the maintenance of their back-end data. Agency applic"
214, Oracle EPM (Enterprise Performance Management) Analyst , TITAN TECHNOLOGIES ,"This opportunity is a Hybrid position that requires 1 day a week in the office (all applicants should be within driving distance 2-3 hours of Pittsburgh, PA) Great, well/stable established company. Responsibilities: Work with business stakeholders and end users to analyze, design, develop, modify, test, train and implement software solutions and applications to satisfy the global business requirements in line with Oracle Cloud EPM Applications (FCCS/ARCS/EPBCS/EDMCS/Narrative reporting/Freeform)This opportunity is a Hybrid position that requires 1 day a week in the office (all applicants should be within driving distance 2-3 hours of Pittsburgh, PA) Great, well/stable established company. Responsibilities: Work with business stakeholders and end users to analyze, design, develop, modify, test, train and implement software solutions and applications to satisfy the global business requirements in line with Oracle Cloud EPM Applications (FCCS/ARCS/EPBCS/EDMCS/Narrative reporting/Freeform)This opportunity is a Hybrid position that requires 1 day a week in the office (all applicants should be within driving distance 2-3 hours of Pittsburgh, PA) Great, well/stable established company. Responsibilities: Work with business stakeholders and end users to analyze, design, develop, modify, test, train and implement software solutions and applications to satisfy the global business requirements in line with Oracle Cloud EPM Applications (FCCS/ARCS/EPBCS/EDMCS/Narrative reporting/Freeform)"
215, Oracle EPM PCM Consultant ," Pure Solutions, LLC ","We are seeking a skilled and experienced Oracle EPM PCM (Profitability and Cost Management) Consultant to join our team. As an Oracle EPM PCM Consultant, you will be responsible for designing, developing, and implementing solutions using Oracle EPM PCMto support our financial planning and analysis processes. Responsibilities: Collaborate with business stakeholders to understand their requirements and translate them into technical solutions using Oracle EPM PCM.Design and develop Oracle EPM PCMapWe are seeking a skilled and experienced Oracle EPM PCM (Profitability and Cost Management) Consultant to join our team. As an Oracle EPM PCM Consultant, you will be responsible for designing, developing, and implementing solutions using Oracle EPM PCMto support our financial planning and analysis processes. Responsibilities: Collaborate with business stakeholders to understand their requirements and translate them into technical solutions using Oracle EPM PCM.Design and develop Oracle EPM PCMapWe are seeking a skilled and experienced Oracle EPM PCM (Profitability and Cost Management) Consultant to join our team. As an Oracle EPM PCM Consultant, you will be responsible for designing, developing, and implementing solutions using Oracle EPM PCMto support our financial planning and analysis processes. Responsibilities: Collaborate with business stakeholders to understand their requirements and translate them into technical solutions using Oracle EPM PCM.Design and develop Oracle EPM PCMap"
216," Oracle ERP Cloud , Quote to Cash Techno Functional Analyst ", Brilliant Software Solutions Inc ,"Title: Oracle ERP Cloud , Quote to Cash Techno Functional Analyst Location: Remote Duartion: 6+ Months  Job Decription:  Responsibilities: Partner with Business process owners, Oracle Functional team, integration team, SI team and develop and support Oracle Cloud application functionalities,Advise best practice , provide technical and functional solution in enabling newfunctionalities in Oracle Financials CloudPrepare the technical design documentation, assist with any data mapping, error handliTitle: Oracle ERP Cloud , Quote to Cash Techno Functional Analyst Location: Remote Duartion: 6+ Months  Job Decription:  Responsibilities: Partner with Business process owners, Oracle Functional team, integration team, SI team and develop and support Oracle Cloud application functionalities,Advise best practice , provide technical and functional solution in enabling newfunctionalities in Oracle Financials CloudPrepare the technical design documentation, assist with any data mapping, error handliTitle: Oracle ERP Cloud , Quote to Cash Techno Functional Analyst Location: Remote Duartion: 6+ Months  Job Decription:  Responsibilities: Partner with Business process owners, Oracle Functional team, integration team, SI team and develop and support Oracle Cloud application functionalities,Advise best practice , provide technical and functional solution in enabling newfunctionalities in Oracle Financials CloudPrepare the technical design documentation, assist with any data mapping, error handliTitle: Oracle ERP Cloud , Quote to Cash Techno Functional Analyst Location: Remote Duartion: 6+ Months  Job Decription:  Responsibilities: Partner with Business process owners, Oracle Functional team, integration team, SI team and develop and support Oracle Cloud application functionalities,Advise best practice , provide technical and functional solution in enabling newfunctionalities in Oracle Financials CloudPrepare the technical design documentation, assist with any data mapping, error handli"
217, Oracle HCM Cloud Payroll Consultant , Nityo Infotech Corporation ,"Job Title: Oracle HCM Cloud Payroll Consultant Duration: Full Time Role Location: Blue Ash, OH (Remote with Travel 30 % ) What Client is looking for? Required Qualifications: Bachelor's degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of educationAt least 11 years of IT experience.At least 10 years of experience in software development life cycleMinimum two years of experience in Job Title: Oracle HCM Cloud Payroll Consultant Duration: Full Time Role Location: Blue Ash, OH (Remote with Travel 30 % ) What Client is looking for? Required Qualifications: Bachelor's degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of educationAt least 11 years of IT experience.At least 10 years of experience in software development life cycleMinimum two years of experience in Job Title: Oracle HCM Cloud Payroll Consultant Duration: Full Time Role Location: Blue Ash, OH (Remote with Travel 30 % ) What Client is looking for? Required Qualifications: Bachelor's degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of educationAt least 11 years of IT experience.At least 10 years of experience in software development life cycleMinimum two years of experience in "
218, Oracle OTBI Cloud Architect , Success Mantra Llc ,"Top Skills' Details: Oracle fusion / OTBI / OAC / BI Publisher / data security Candidates should have at least five years of experience implementing and building analytics reports and solutions using Oracle solutions.Must have experience in OTBI / OAC reports on Oracle Fusion Finance modules.Ideally, this is with Oracle's tools in cloud like OTBI (Oracle ERP cloud),Oracle Analytics Cloud (OAC), Oracle Data Visualization , Oracle BI Publisher (BIP), Autonomous Data Warehouse (ADW), Oracle BusinesTop Skills' Details: Oracle fusion / OTBI / OAC / BI Publisher / data security Candidates should have at least five years of experience implementing and building analytics reports and solutions using Oracle solutions.Must have experience in OTBI / OAC reports on Oracle Fusion Finance modules.Ideally, this is with Oracle's tools in cloud like OTBI (Oracle ERP cloud),Oracle Analytics Cloud (OAC), Oracle Data Visualization , Oracle BI Publisher (BIP), Autonomous Data Warehouse (ADW), Oracle BusinesTop Skills' Details: Oracle fusion / OTBI / OAC / BI Publisher / data security Candidates should have at least five years of experience implementing and building analytics reports and solutions using Oracle solutions.Must have experience in OTBI / OAC reports on Oracle Fusion Finance modules.Ideally, this is with Oracle's tools in cloud like OTBI (Oracle ERP cloud),Oracle Analytics Cloud (OAC), Oracle Data Visualization , Oracle BI Publisher (BIP), Autonomous Data Warehouse (ADW), Oracle Busines"
219, Oracle Spatial and Graph Administrator- Remote job , IdeaHelix ,"Bachelor's degree in Computer Science, Information Systems, GIS, or a related field. 3+ years of experience working with Oracle Spatial and Graph specifically. Strong understanding of graph data modeling and query techniques. Expert-level proficiency in SQL, PL/SQL, Graph DBMS Packages and Oracle database administration tools. Experience with spatial data loading, manipulation, and analysis techniques. Experience with graph data loading, manipulation, and analysis techniques. Excellent problem-sBachelor's degree in Computer Science, Information Systems, GIS, or a related field. 3+ years of experience working with Oracle Spatial and Graph specifically. Strong understanding of graph data modeling and query techniques. Expert-level proficiency in SQL, PL/SQL, Graph DBMS Packages and Oracle database administration tools. Experience with spatial data loading, manipulation, and analysis techniques. Experience with graph data loading, manipulation, and analysis techniques. Excellent problem-sBachelor's degree in Computer Science, Information Systems, GIS, or a related field. 3+ years of experience working with Oracle Spatial and Graph specifically. Strong understanding of graph data modeling and query techniques. Expert-level proficiency in SQL, PL/SQL, Graph DBMS Packages and Oracle database administration tools. Experience with spatial data loading, manipulation, and analysis techniques. Experience with graph data loading, manipulation, and analysis techniques. Excellent problem-sBachelor's degree in Computer Science, Information Systems, GIS, or a related field. 3+ years of experience working with Oracle Spatial and Graph specifically. Strong understanding of graph data modeling and query techniques. Expert-level proficiency in SQL, PL/SQL, Graph DBMS Packages and Oracle database administration tools. Experience with spatial data loading, manipulation, and analysis techniques. Experience with graph data loading, manipulation, and analysis techniques. Excellent problem-s"
220, OutSystems Developers , Dornan Technologies ,"< class=""css-eoghzg e1tiznh50"">Job description<>OutSystems DeveloperBachelors with minimum 5 years of expericeneOutSystems Developer Certifications must be all of these1) Associate Developer,2) Web Developer Specialist3) Mobile Developer SpecialistProvide systems analysis, technical recommendations, and inputs to business requirements and solution/UI designs for OutSystems applications.Provide detailed design, proof of concept of common components, workflows and functionalities such as role-base"
221, Outsystems Architect , Sureminds Solutions ,"The Impact: In this role you will be designing architecture best practices, common applications components, and working with business areas as well as Enterprise Architects, Solution Architects, and Security compliance teams to design applications. We need your leadership, agility, courage, strong communication skills, passion for learning, resilience and self-awareness. Analyze technology environment and create solution prototypesDrive consultations with internal customers to understand businesThe Impact: In this role you will be designing architecture best practices, common applications components, and working with business areas as well as Enterprise Architects, Solution Architects, and Security compliance teams to design applications. We need your leadership, agility, courage, strong communication skills, passion for learning, resilience and self-awareness. Analyze technology environment and create solution prototypesDrive consultations with internal customers to understand businesThe Impact: In this role you will be designing architecture best practices, common applications components, and working with business areas as well as Enterprise Architects, Solution Architects, and Security compliance teams to design applications. We need your leadership, agility, courage, strong communication skills, passion for learning, resilience and self-awareness. Analyze technology environment and create solution prototypesDrive consultations with internal customers to understand businesThe Impact: In this role you will be designing architecture best practices, common applications components, and working with business areas as well as Enterprise Architects, Solution Architects, and Security compliance teams to design applications. We need your leadership, agility, courage, strong communication skills, passion for learning, resilience and self-awareness. Analyze technology environment and create solution prototypesDrive consultations with internal customers to understand busines"
222, PACS / CPACS / Hemo Implementation Specialist , FutureTech Consultants LLC ,"Role:PACS/ CPACS / Hemo Implementation Specialist Location: Chicago, IL (Remote),Nashville, TN (Onsite Work), Indianapolis, IN (Onsite Work) Type of Employment: Contract  Note: Candidates should anticipate 50% travel to the Chicago, IL locations: Discovery, Test, Train, and Go-Live Support.  Skills Required: Analyst: Minimum of 5 years of experience50% travel to customer sites  Chicago, IL area.Due Diligence / Data Collection for build requirementsTest / Train / Go-Live SupportMust be able to deRole:PACS/ CPACS / Hemo Implementation Specialist Location: Chicago, IL (Remote),Nashville, TN (Onsite Work), Indianapolis, IN (Onsite Work) Type of Employment: Contract  Note: Candidates should anticipate 50% travel to the Chicago, IL locations: Discovery, Test, Train, and Go-Live Support.  Skills Required: Analyst: Minimum of 5 years of experience50% travel to customer sites  Chicago, IL area.Due Diligence / Data Collection for build requirementsTest / Train / Go-Live SupportMust be able to deRole:PACS/ CPACS / Hemo Implementation Specialist Location: Chicago, IL (Remote),Nashville, TN (Onsite Work), Indianapolis, IN (Onsite Work) Type of Employment: Contract  Note: Candidates should anticipate 50% travel to the Chicago, IL locations: Discovery, Test, Train, and Go-Live Support.  Skills Required: Analyst: Minimum of 5 years of experience50% travel to customer sites  Chicago, IL area.Due Diligence / Data Collection for build requirementsTest / Train / Go-Live SupportMust be able to deRole:PACS/ CPACS / Hemo Implementation Specialist Location: Chicago, IL (Remote),Nashville, TN (Onsite Work), Indianapolis, IN (Onsite Work) Type of Employment: Contract  Note: Candidates should anticipate 50% travel to the Chicago, IL locations: Discovery, Test, Train, and Go-Live Support.  Skills Required: Analyst: Minimum of 5 years of experience50% travel to customer sites  Chicago, IL area.Due Diligence / Data Collection for build requirementsTest / Train / Go-Live SupportMust be able to de"
223, PAM Consultant ," CS Solutions, Inc. ","This is a remote position. Business need/background Clientis seeking a skilled privileged access management (PAM) consultant to provide implementation assistance for a six-to-nine-month duration. The ideal candidate will have experience in deploying and configuring leading PAM products like Delinea, CyberArk, and BeyondTrust, with a focus on implementation, execution, and integrations. Strong communication skills are essential, as the candidate will collaborate with a range of IT staff and will "
224, PAM Consultant , Select Source International ,"Job Title: PAM Consultant Location: 100% Remote Duration: 6+ months  Job Description:  PAM products like Delinea, CyberArk, and BeyondTrust,with a focus on implementation, execution, and integrations. Candidate should possess: Experience deploying a privileged access management solution (preferably BeyondTrust) in a multi-domain, network-segmented environment.Integrating PAM solutions with identity platforms.Templates available for configurations and deploymentsExperienced with Linux, Windows, a"
225, PEGA Certified Decisioning Architect ," Axiom Global Technologies, Inc. ","Role: PEGA Certified Decisioning Architect Location: Overland Park, KS/ Remote Duration:  6+ months  Job Description:7 or more years of PEGA end to end implementation experiencePEGA Certified Decisioning Consultant certification4 or more years of PEGA Projects as a Lead PEGA Decisioning Architect (DA)Should have strong experience in Solutioning and Designing PEGA Decisioning ProjectsExperience working on and designing Strategies, and other CDH components like Predictive Model, Adaptive Model, SiRole: PEGA Certified Decisioning Architect Location: Overland Park, KS/ Remote Duration:  6+ months  Job Description:7 or more years of PEGA end to end implementation experiencePEGA Certified Decisioning Consultant certification4 or more years of PEGA Projects as a Lead PEGA Decisioning Architect (DA)Should have strong experience in Solutioning and Designing PEGA Decisioning ProjectsExperience working on and designing Strategies, and other CDH components like Predictive Model, Adaptive Model, SiRole: PEGA Certified Decisioning Architect Location: Overland Park, KS/ Remote Duration:  6+ months  Job Description:7 or more years of PEGA end to end implementation experiencePEGA Certified Decisioning Consultant certification4 or more years of PEGA Projects as a Lead PEGA Decisioning Architect (DA)Should have strong experience in Solutioning and Designing PEGA Decisioning ProjectsExperience working on and designing Strategies, and other CDH components like Predictive Model, Adaptive Model, Si"
226, Peninsula Logistics Manager , Leidos ,"Description Are you ready for a rewarding career challenge? Unleash your potential at Leidos,  where we deliver innovative solutions through the efforts of our diverse and talented people who are dedicated to our customer's success. We empower our teams, contribute to our communities, and operate sustainably. Everything we do is built on a commitment to do the right thing for our customers, our people, and our community. Our Mission, Vision, and Values guide the way we do business.  If this sounDescription Are you ready for a rewarding career challenge? Unleash your potential at Leidos,  where we deliver innovative solutions through the efforts of our diverse and talented people who are dedicated to our customer's success. We empower our teams, contribute to our communities, and operate sustainably. Everything we do is built on a commitment to do the right thing for our customers, our people, and our community. Our Mission, Vision, and Values guide the way we do business.  If this sounDescription Are you ready for a rewarding career challenge? Unleash your potential at Leidos,  where we deliver innovative solutions through the efforts of our diverse and talented people who are dedicated to our customer's success. We empower our teams, contribute to our communities, and operate sustainably. Everything we do is built on a commitment to do the right thing for our customers, our people, and our community. Our Mission, Vision, and Values guide the way we do business.  If this soun"
227, PeopleSoft Developer ," Luna Data Solutions, Inc. ","Luna Data Solutions has an immediate contract position opening (contract term 6 to 9 months, with possible extension) for a PeopleSoft Developer resource with our public sector industry client located in Austin, TX.*This is a 100% remote position.  Role: PeopleSoft Developer/FSCM  Description:  The client is seeking an experienced PeopleSoft Developer Analyst to help program modifications to the PeopleSoft Financial system to meet the needs of business area users. This resource will augment the Luna Data Solutions has an immediate contract position opening (contract term 6 to 9 months, with possible extension) for a PeopleSoft Developer resource with our public sector industry client located in Austin, TX.*This is a 100% remote position.  Role: PeopleSoft Developer/FSCM  Description:  The client is seeking an experienced PeopleSoft Developer Analyst to help program modifications to the PeopleSoft Financial system to meet the needs of business area users. This resource will augment the Luna Data Solutions has an immediate contract position opening (contract term 6 to 9 months, with possible extension) for a PeopleSoft Developer resource with our public sector industry client located in Austin, TX.*This is a 100% remote position.  Role: PeopleSoft Developer/FSCM  Description:  The client is seeking an experienced PeopleSoft Developer Analyst to help program modifications to the PeopleSoft Financial system to meet the needs of business area users. This resource will augment the "
228, Peoplesoft FSCM Functional Analyst , Voluble Systems LLC ,"Title: FSCM Functional Analyst Location: Annapolis, MD Duration: Long Term  4. FSCM Functional Analyst(s) a. FSCM Functional Analyst includes the following resources: (1) Senior Analyst  Procure to Pay  (2) Senior Analyst  Order to Cash  (3) Senior Analyst  Accounts Payable & System Set-up b. Background Information: (1) The Financial Supply Chain Management system team provides helpdesk and training support to the user community on an as-needed basis.  (2) The FSCM team will provide 1st and 2nd "
229, Performance Engineer with Blaze meter experience @ Remote ," Oak Technologies, Inc. ","Performance Engineer with Blaze meter experience Location: Remote Duration: 12+ months Skills Required: Total 7+ Years of experience in Blaze meterExpertise and hands-on in writing, executing test scripts in Blazemeter.Ability to create a Blazemeter dashboard, reporting.Expertise in integrating Blazemeter in the pipeline.Strong Scripting skills in Performance testing tools like JMeter/Load runner.Strong knowledge of HTTP and other Web Protocols. Ability to script tests, by getting into the protoPerformance Engineer with Blaze meter experience Location: Remote Duration: 12+ months Skills Required: Total 7+ Years of experience in Blaze meterExpertise and hands-on in writing, executing test scripts in Blazemeter.Ability to create a Blazemeter dashboard, reporting.Expertise in integrating Blazemeter in the pipeline.Strong Scripting skills in Performance testing tools like JMeter/Load runner.Strong knowledge of HTTP and other Web Protocols. Ability to script tests, by getting into the protoPerformance Engineer with Blaze meter experience Location: Remote Duration: 12+ months Skills Required: Total 7+ Years of experience in Blaze meterExpertise and hands-on in writing, executing test scripts in Blazemeter.Ability to create a Blazemeter dashboard, reporting.Expertise in integrating Blazemeter in the pipeline.Strong Scripting skills in Performance testing tools like JMeter/Load runner.Strong knowledge of HTTP and other Web Protocols. Ability to script tests, by getting into the proto"
