,job_title,company,description
204, MongoDB Administrator ," Resourcesoft, Inc. ","Requirements: 4+ years of experience in MongoDB administration.Experience with MongoDB Enterprise, MongoDB Atlas, AWS, CloudFormation, CFT, Lambda, Step Functions, Python, Shell, YAML, Aurora DB Administration, PostgreSQL Administration, and other related technologies.Strong knowledge of database architecture, design, and development.Excellent analytical and problem-solving skills.Good communication and interpersonal skills. Responsibilities: Install, configure, and maintain MongoDB databases.MoRequirements: 4+ years of experience in MongoDB administration.Experience with MongoDB Enterprise, MongoDB Atlas, AWS, CloudFormation, CFT, Lambda, Step Functions, Python, Shell, YAML, Aurora DB Administration, PostgreSQL Administration, and other related technologies.Strong knowledge of database architecture, design, and development.Excellent analytical and problem-solving skills.Good communication and interpersonal skills. Responsibilities: Install, configure, and maintain MongoDB databases.MoRequirements: 4+ years of experience in MongoDB administration.Experience with MongoDB Enterprise, MongoDB Atlas, AWS, CloudFormation, CFT, Lambda, Step Functions, Python, Shell, YAML, Aurora DB Administration, PostgreSQL Administration, and other related technologies.Strong knowledge of database architecture, design, and development.Excellent analytical and problem-solving skills.Good communication and interpersonal skills. Responsibilities: Install, configure, and maintain MongoDB databases.Mo"
205, MuleSoft Automation Lead , TalTeam ,"Position Description Working for a dynamic team in a fast-paced client environment. We are looking for a highly motivated and dynamic lead automation engineer with MuleSoft automation experience to join our growing team. In this role you would be responsible for the planning, execution, and reporting of all automation activities in your area of responsibility. You should have proven leadership skills, the ability to think critically and problem-solve, and a track-record of ensuring project milesPosition Description Working for a dynamic team in a fast-paced client environment. We are looking for a highly motivated and dynamic lead automation engineer with MuleSoft automation experience to join our growing team. In this role you would be responsible for the planning, execution, and reporting of all automation activities in your area of responsibility. You should have proven leadership skills, the ability to think critically and problem-solve, and a track-record of ensuring project milesPosition Description Working for a dynamic team in a fast-paced client environment. We are looking for a highly motivated and dynamic lead automation engineer with MuleSoft automation experience to join our growing team. In this role you would be responsible for the planning, execution, and reporting of all automation activities in your area of responsibility. You should have proven leadership skills, the ability to think critically and problem-solve, and a track-record of ensuring project milesPosition Description Working for a dynamic team in a fast-paced client environment. We are looking for a highly motivated and dynamic lead automation engineer with MuleSoft automation experience to join our growing team. In this role you would be responsible for the planning, execution, and reporting of all automation activities in your area of responsibility. You should have proven leadership skills, the ability to think critically and problem-solve, and a track-record of ensuring project miles"
206, Mulesoft Developer , Radyant Inc. ,"As a Mulesoft Developer, you'll be the architect of seamless data flow within our organization. You'll leverage the magic of MuleSoft Anypoint Platform to build and maintain robust integrations that bridge the gap between disparate systems and empower data-driven decision-making. Responsibilities: Design, develop, and deploy MuleSoft applications using Anypoint Platform, including API Management, ESB, and CloudHub.Collaborate with business analysts and other developers to understand integration As a Mulesoft Developer, you'll be the architect of seamless data flow within our organization. You'll leverage the magic of MuleSoft Anypoint Platform to build and maintain robust integrations that bridge the gap between disparate systems and empower data-driven decision-making. Responsibilities: Design, develop, and deploy MuleSoft applications using Anypoint Platform, including API Management, ESB, and CloudHub.Collaborate with business analysts and other developers to understand integration As a Mulesoft Developer, you'll be the architect of seamless data flow within our organization. You'll leverage the magic of MuleSoft Anypoint Platform to build and maintain robust integrations that bridge the gap between disparate systems and empower data-driven decision-making. Responsibilities: Design, develop, and deploy MuleSoft applications using Anypoint Platform, including API Management, ESB, and CloudHub.Collaborate with business analysts and other developers to understand integration "
207, Need Quality Review Specialist , Novateur Technologies Inc. ,"Hi,Greetings from Novateur Technologies.Please go through the below requirements and let me know.Role: Quality Review SpecialistLocation: RemoteWork Mode: ContractSupplement Staff is needed to provide temporary assistance with Quality Review and Oversight of IT Technical Documents/DeliverablesKNOWLEDGE, SKILLS AND ABILITIES / COMPETENCIES: Demonstrated knowledge of software lifecycle and validating software artifacts per industry standards. Demonstrated knowledge of performing software releases "
208, Need Sr .NET Full Stack Developer (Direct Client) , Spar Information Systems ,"Hope you are doing good. One of our client is looking for Sr .NET Full Stack Developer, please share your updated resume to Role: Sr .NET Full Stack Developer  Location: Remote (Need to work in EST Hours)  Duration: 3 Months contract to hire Job description:  Client is seeking an experienced Senior Engineer with a passion for building high-performance, low maintenance, zero-downtime platforms, and applications. You will help drive our insurance business transformation as we transition from a traHope you are doing good. One of our client is looking for Sr .NET Full Stack Developer, please share your updated resume to Role: Sr .NET Full Stack Developer  Location: Remote (Need to work in EST Hours)  Duration: 3 Months contract to hire Job description:  Client is seeking an experienced Senior Engineer with a passion for building high-performance, low maintenance, zero-downtime platforms, and applications. You will help drive our insurance business transformation as we transition from a traHope you are doing good. One of our client is looking for Sr .NET Full Stack Developer, please share your updated resume to Role: Sr .NET Full Stack Developer  Location: Remote (Need to work in EST Hours)  Duration: 3 Months contract to hire Job description:  Client is seeking an experienced Senior Engineer with a passion for building high-performance, low maintenance, zero-downtime platforms, and applications. You will help drive our insurance business transformation as we transition from a traHope you are doing good. One of our client is looking for Sr .NET Full Stack Developer, please share your updated resume to Role: Sr .NET Full Stack Developer  Location: Remote (Need to work in EST Hours)  Duration: 3 Months contract to hire Job description:  Client is seeking an experienced Senior Engineer with a passion for building high-performance, low maintenance, zero-downtime platforms, and applications. You will help drive our insurance business transformation as we transition from a tra"
209, NodeJS Back End Developer-W2 , JavanTech ,"6+Yrs Exp in Develop and maintain server-side logic using JavaScript and relevant frameworks (Node.js, Express.js, etc.).Implement business logic and algorithms to handle various application functionalities.Design, develop, and maintain RESTful APIs or other web services to facilitate communication between the frontend and backend systems.Ensure API security and implement authentication and authorization mechanisms.Perform database operations using SQL or NoSQL databases (e.g., MongoDB, PostgreS6+Yrs Exp in Develop and maintain server-side logic using JavaScript and relevant frameworks (Node.js, Express.js, etc.).Implement business logic and algorithms to handle various application functionalities.Design, develop, and maintain RESTful APIs or other web services to facilitate communication between the frontend and backend systems.Ensure API security and implement authentication and authorization mechanisms.Perform database operations using SQL or NoSQL databases (e.g., MongoDB, PostgreS6+Yrs Exp in Develop and maintain server-side logic using JavaScript and relevant frameworks (Node.js, Express.js, etc.).Implement business logic and algorithms to handle various application functionalities.Design, develop, and maintain RESTful APIs or other web services to facilitate communication between the frontend and backend systems.Ensure API security and implement authentication and authorization mechanisms.Perform database operations using SQL or NoSQL databases (e.g., MongoDB, PostgreS6+Yrs Exp in Develop and maintain server-side logic using JavaScript and relevant frameworks (Node.js, Express.js, etc.).Implement business logic and algorithms to handle various application functionalities.Design, develop, and maintain RESTful APIs or other web services to facilitate communication between the frontend and backend systems.Ensure API security and implement authentication and authorization mechanisms.Perform database operations using SQL or NoSQL databases (e.g., MongoDB, PostgreS"
210, O9 Consultant , Vuesol Technologies Inc. ,We are hiring O9 Consultant @ Remote. Mentioned job specs below  Job Description:  Responsibilities and Duties: Work on the implementation ticket assigned.Prepare mock-up solutions for the requirement and present the solution to business teamImplement the approved solutionsPerform unit test and share the demo to business usersConduct user trainingPerform UATPerform config port as well as support config port to productionVerify and fine tune the job schedulingEvaluate and perform the tuning for tWe are hiring O9 Consultant @ Remote. Mentioned job specs below  Job Description:  Responsibilities and Duties: Work on the implementation ticket assigned.Prepare mock-up solutions for the requirement and present the solution to business teamImplement the approved solutionsPerform unit test and share the demo to business usersConduct user trainingPerform UATPerform config port as well as support config port to productionVerify and fine tune the job schedulingEvaluate and perform the tuning for tWe are hiring O9 Consultant @ Remote. Mentioned job specs below  Job Description:  Responsibilities and Duties: Work on the implementation ticket assigned.Prepare mock-up solutions for the requirement and present the solution to business teamImplement the approved solutionsPerform unit test and share the demo to business usersConduct user trainingPerform UATPerform config port as well as support config port to productionVerify and fine tune the job schedulingEvaluate and perform the tuning for tWe are hiring O9 Consultant @ Remote. Mentioned job specs below  Job Description:  Responsibilities and Duties: Work on the implementation ticket assigned.Prepare mock-up solutions for the requirement and present the solution to business teamImplement the approved solutionsPerform unit test and share the demo to business usersConduct user trainingPerform UATPerform config port as well as support config port to productionVerify and fine tune the job schedulingEvaluate and perform the tuning for t
211, OIC/EBS Architect , Talent Group ,"8 to 15 years of experience in Oracle Integration Cloud and Cloud ERP/SCM/WMS.Ability to manage technical tasks independently and engage with business stakeholders.Strong communication, writing, and presentation skills.Proficient in Oracle PaaS products, particularly OIC Integrations.Hands-on development knowledge in Java, JavaScript, and Oracle PL/SQL.Understanding of Oracle Cloud Infrastructure (OCI) and PaaS components.Expertise in Oracle Cloud ERP, SCM, and WMS APIs/web services."
212, One Trust - Third Party Module Administrator ," Hexaware Technologies, Inc ","Role: One Trust - Third Party Module Administrator Location: Remote FULLTIME with Hexaware  Job Description: OneTrust Third-Party Module Administrator Role Overview: We are seeking a highly motivated and skilled OneTrust Third-Party Management Administrator & Automation Specialist to join our team. In this role, you will be responsible for administrating & automating the entire third-party management lifecycle, starting from initial intake to risk assessment, mitigation, ongoing monitoring, and Role: One Trust - Third Party Module Administrator Location: Remote FULLTIME with Hexaware  Job Description: OneTrust Third-Party Module Administrator Role Overview: We are seeking a highly motivated and skilled OneTrust Third-Party Management Administrator & Automation Specialist to join our team. In this role, you will be responsible for administrating & automating the entire third-party management lifecycle, starting from initial intake to risk assessment, mitigation, ongoing monitoring, and Role: One Trust - Third Party Module Administrator Location: Remote FULLTIME with Hexaware  Job Description: OneTrust Third-Party Module Administrator Role Overview: We are seeking a highly motivated and skilled OneTrust Third-Party Management Administrator & Automation Specialist to join our team. In this role, you will be responsible for administrating & automating the entire third-party management lifecycle, starting from initial intake to risk assessment, mitigation, ongoing monitoring, and "
213, Oracle Applications Cloud (Fusion) Implementation Architect with Oracle EBS and Supply Chain , Central Point Partners ,"Manufacturing Company Hilliard OH Prefer local to work Hybrid but will allow remote for the right candidate! Needed ASAP DIRECT HIRE WILL SPONSOR NO C2C- NO CONTRACT  Oracle Applications Cloud (FUSION) Solutions Architect with EBS- Must have Fusion Cloud Application Implementation Experience  Qualifications: Bachelor's or Master's degree in Supply Chain Management, Finance, Business Administration, Computer Science, or a related field.  Proven experience of at least 5 years as an Oracle Solution"
214, Oracle Cloud Technical Architect ," Activesoft, Inc. ","Required Skills: Bachelor's Degree inComputer Science10+ years progressive experience in a consulting environment or related industry experienceimplementing Oracle Applications and Products with a minimum of 5+ yearsworking directly with Oracle Cloud Fusion ApplicationsExperience with complex extensions,standaloneapplications and other creative solutions with Oracle Cloud Fusion/OIC/OCI/PaaS solutions:definearchitecture, technical specifications, oversight of development,plantestingand validatioRequired Skills: Bachelor's Degree inComputer Science10+ years progressive experience in a consulting environment or related industry experienceimplementing Oracle Applications and Products with a minimum of 5+ yearsworking directly with Oracle Cloud Fusion ApplicationsExperience with complex extensions,standaloneapplications and other creative solutions with Oracle Cloud Fusion/OIC/OCI/PaaS solutions:definearchitecture, technical specifications, oversight of development,plantestingand validatioRequired Skills: Bachelor's Degree inComputer Science10+ years progressive experience in a consulting environment or related industry experienceimplementing Oracle Applications and Products with a minimum of 5+ yearsworking directly with Oracle Cloud Fusion ApplicationsExperience with complex extensions,standaloneapplications and other creative solutions with Oracle Cloud Fusion/OIC/OCI/PaaS solutions:definearchitecture, technical specifications, oversight of development,plantestingand validatioRequired Skills: Bachelor's Degree inComputer Science10+ years progressive experience in a consulting environment or related industry experienceimplementing Oracle Applications and Products with a minimum of 5+ yearsworking directly with Oracle Cloud Fusion ApplicationsExperience with complex extensions,standaloneapplications and other creative solutions with Oracle Cloud Fusion/OIC/OCI/PaaS solutions:definearchitecture, technical specifications, oversight of development,plantestingand validatio"
215, Oracle Cloud Technical BSA (or) Product Owner for Full-time & Direct-hire - 100% Remote , Vigilant Technologies ,"Skill : Oracle Fusion Cloud Applications Business Systems Analyst Job Title :[Level 4  Associate Manager ] Business Systems Analyst and Agile Product Owner Location :100% Remote Duration : Full-time/ Direct-Hire  Summary: We are in search of a dynamic and proficient Business Systems Analyst with a specialization in Oracle Fusion Cloud applications (Oracle Service Cloud, Oracle Field Service Cloud, Oracle SCM, OIC) and experience in Agile product ownership. This role will not only be responsible Skill : Oracle Fusion Cloud Applications Business Systems Analyst Job Title :[Level 4  Associate Manager ] Business Systems Analyst and Agile Product Owner Location :100% Remote Duration : Full-time/ Direct-Hire  Summary: We are in search of a dynamic and proficient Business Systems Analyst with a specialization in Oracle Fusion Cloud applications (Oracle Service Cloud, Oracle Field Service Cloud, Oracle SCM, OIC) and experience in Agile product ownership. This role will not only be responsible Skill : Oracle Fusion Cloud Applications Business Systems Analyst Job Title :[Level 4  Associate Manager ] Business Systems Analyst and Agile Product Owner Location :100% Remote Duration : Full-time/ Direct-Hire  Summary: We are in search of a dynamic and proficient Business Systems Analyst with a specialization in Oracle Fusion Cloud applications (Oracle Service Cloud, Oracle Field Service Cloud, Oracle SCM, OIC) and experience in Agile product ownership. This role will not only be responsible "
217, Oracle DBA , Innoza Tech LLC ,"SkillRequired / DesiredAmountof ExperienceDemonstrable skills in designing schema, access patterns, locking strategy, SQL development, and tuning Oracle Databases in an enterprise environmentRequired7YearsModifying the database structure, creation, and update to existing database objects per application needsRequired7YearsExperience in configuring, monitoring, and Cache management for Oracle database serversRequired3YearsStrong experience in allocating system storage and planning future storage SkillRequired / DesiredAmountof ExperienceDemonstrable skills in designing schema, access patterns, locking strategy, SQL development, and tuning Oracle Databases in an enterprise environmentRequired7YearsModifying the database structure, creation, and update to existing database objects per application needsRequired7YearsExperience in configuring, monitoring, and Cache management for Oracle database serversRequired3YearsStrong experience in allocating system storage and planning future storage SkillRequired / DesiredAmountof ExperienceDemonstrable skills in designing schema, access patterns, locking strategy, SQL development, and tuning Oracle Databases in an enterprise environmentRequired7YearsModifying the database structure, creation, and update to existing database objects per application needsRequired7YearsExperience in configuring, monitoring, and Cache management for Oracle database serversRequired3YearsStrong experience in allocating system storage and planning future storage SkillRequired / DesiredAmountof ExperienceDemonstrable skills in designing schema, access patterns, locking strategy, SQL development, and tuning Oracle Databases in an enterprise environmentRequired7YearsModifying the database structure, creation, and update to existing database objects per application needsRequired7YearsExperience in configuring, monitoring, and Cache management for Oracle database serversRequired3YearsStrong experience in allocating system storage and planning future storage "
216, Oracle DBA , Innosoul inc ,"Job ID: TX-529400674R Remote/Local Oracle DBA (15+) with PL/SQL, Solaris, Linux, shell scripting, tuning, RAC, Active DataGuard, datacenter, SQL Server, SuperCluster, Exadata, EDB PostgreSQL, AWS, ASM, Remedy/ITSM/PPM/ServiceNow experience Location: Austin, TX (HHSC) Duration: 6 Months Position: 1 The position is required to provide on weekends during a release and/or maintenance. The position is required to be Oncall.  Skills: 8 Required Experience perform Database refreshes/clones and provide Job ID: TX-529400674R Remote/Local Oracle DBA (15+) with PL/SQL, Solaris, Linux, shell scripting, tuning, RAC, Active DataGuard, datacenter, SQL Server, SuperCluster, Exadata, EDB PostgreSQL, AWS, ASM, Remedy/ITSM/PPM/ServiceNow experience Location: Austin, TX (HHSC) Duration: 6 Months Position: 1 The position is required to provide on weekends during a release and/or maintenance. The position is required to be Oncall.  Skills: 8 Required Experience perform Database refreshes/clones and provide Job ID: TX-529400674R Remote/Local Oracle DBA (15+) with PL/SQL, Solaris, Linux, shell scripting, tuning, RAC, Active DataGuard, datacenter, SQL Server, SuperCluster, Exadata, EDB PostgreSQL, AWS, ASM, Remedy/ITSM/PPM/ServiceNow experience Location: Austin, TX (HHSC) Duration: 6 Months Position: 1 The position is required to provide on weekends during a release and/or maintenance. The position is required to be Oncall.  Skills: 8 Required Experience perform Database refreshes/clones and provide Job ID: TX-529400674R Remote/Local Oracle DBA (15+) with PL/SQL, Solaris, Linux, shell scripting, tuning, RAC, Active DataGuard, datacenter, SQL Server, SuperCluster, Exadata, EDB PostgreSQL, AWS, ASM, Remedy/ITSM/PPM/ServiceNow experience Location: Austin, TX (HHSC) Duration: 6 Months Position: 1 The position is required to provide on weekends during a release and/or maintenance. The position is required to be Oncall.  Skills: 8 Required Experience perform Database refreshes/clones and provide "
218, Oracle Database Administrator ," Vector Consulting, Inc ","Our government client is seeking a Oracle Database Administrator on a remote 6+ months renewable contract opportunity in Austin, TX. Role: Oracle Database Administrator Duties: Enters codes to create production data base. Selects and enters codes of utility program to monitor database performance, such as distribution of records and amount of available memory. Directs programmers and analysts to make changes to data base management system. Reviews and corrects programs. Answers user questions. COur government client is seeking a Oracle Database Administrator on a remote 6+ months renewable contract opportunity in Austin, TX. Role: Oracle Database Administrator Duties: Enters codes to create production data base. Selects and enters codes of utility program to monitor database performance, such as distribution of records and amount of available memory. Directs programmers and analysts to make changes to data base management system. Reviews and corrects programs. Answers user questions. COur government client is seeking a Oracle Database Administrator on a remote 6+ months renewable contract opportunity in Austin, TX. Role: Oracle Database Administrator Duties: Enters codes to create production data base. Selects and enters codes of utility program to monitor database performance, such as distribution of records and amount of available memory. Directs programmers and analysts to make changes to data base management system. Reviews and corrects programs. Answers user questions. COur government client is seeking a Oracle Database Administrator on a remote 6+ months renewable contract opportunity in Austin, TX. Role: Oracle Database Administrator Duties: Enters codes to create production data base. Selects and enters codes of utility program to monitor database performance, such as distribution of records and amount of available memory. Directs programmers and analysts to make changes to data base management system. Reviews and corrects programs. Answers user questions. C"
219, Oracle EPM , CLIECON SOLUTIONS ,"Cliecon Solutions Inc, (head quartered in central NJ ) is one of the fastest growing and a leading consulting and management firm with 12 years of experience in Staff Augmentation. We handle complete recruiting cycle for fortune 500 clients, major implementing partners  and tier -1 vendors. We specialized in recruiting for Application development, Big data, Databases, Infrastructure, Cloud, Mobile and ERP based solutions projects.Role: Oracle EPM  Location: Remote  Duration: Contract  Job DescriCliecon Solutions Inc, (head quartered in central NJ ) is one of the fastest growing and a leading consulting and management firm with 12 years of experience in Staff Augmentation. We handle complete recruiting cycle for fortune 500 clients, major implementing partners  and tier -1 vendors. We specialized in recruiting for Application development, Big data, Databases, Infrastructure, Cloud, Mobile and ERP based solutions projects.Role: Oracle EPM  Location: Remote  Duration: Contract  Job DescriCliecon Solutions Inc, (head quartered in central NJ ) is one of the fastest growing and a leading consulting and management firm with 12 years of experience in Staff Augmentation. We handle complete recruiting cycle for fortune 500 clients, major implementing partners  and tier -1 vendors. We specialized in recruiting for Application development, Big data, Databases, Infrastructure, Cloud, Mobile and ERP based solutions projects.Role: Oracle EPM  Location: Remote  Duration: Contract  Job DescriCliecon Solutions Inc, (head quartered in central NJ ) is one of the fastest growing and a leading consulting and management firm with 12 years of experience in Staff Augmentation. We handle complete recruiting cycle for fortune 500 clients, major implementing partners  and tier -1 vendors. We specialized in recruiting for Application development, Big data, Databases, Infrastructure, Cloud, Mobile and ERP based solutions projects.Role: Oracle EPM  Location: Remote  Duration: Contract  Job Descri"
220, Oracle Enterprise Architect , Sierra Business Solution LLC ,"Position: Oracle Enterprise Architect Duration: 12 months client:HCL Rate:$85/hrC-C  JobDescription:  Oracle EBS 11i, R12 and Oracle Fusion Cloud implementation of 15 years: Experience in large scale implementation, support and upgrade projects in SCM, Finance and Manufacturing modules. Experience in studying the existing legacy systems, analyzing and design mappings to Oracle Applications and to Oracle Cloud Systems. Experience in working integrations with other 3rd party/custom applications.  Position: Oracle Enterprise Architect Duration: 12 months client:HCL Rate:$85/hrC-C  JobDescription:  Oracle EBS 11i, R12 and Oracle Fusion Cloud implementation of 15 years: Experience in large scale implementation, support and upgrade projects in SCM, Finance and Manufacturing modules. Experience in studying the existing legacy systems, analyzing and design mappings to Oracle Applications and to Oracle Cloud Systems. Experience in working integrations with other 3rd party/custom applications.  Position: Oracle Enterprise Architect Duration: 12 months client:HCL Rate:$85/hrC-C  JobDescription:  Oracle EBS 11i, R12 and Oracle Fusion Cloud implementation of 15 years: Experience in large scale implementation, support and upgrade projects in SCM, Finance and Manufacturing modules. Experience in studying the existing legacy systems, analyzing and design mappings to Oracle Applications and to Oracle Cloud Systems. Experience in working integrations with other 3rd party/custom applications.  Position: Oracle Enterprise Architect Duration: 12 months client:HCL Rate:$85/hrC-C  JobDescription:  Oracle EBS 11i, R12 and Oracle Fusion Cloud implementation of 15 years: Experience in large scale implementation, support and upgrade projects in SCM, Finance and Manufacturing modules. Experience in studying the existing legacy systems, analyzing and design mappings to Oracle Applications and to Oracle Cloud Systems. Experience in working integrations with other 3rd party/custom applications.  "
221, Oracle Enterprise Architect - 15 Years , Shrive Technologies LLC ,"Role: Oracle Enterprise Architect Remote Oracle EBS 11i, R12 and Oracle Fusion Cloud implementation of 15 years: Experience in large scale implementation, support and upgrade projects in SCM, Finance and Manufacturing modules.Experience in studying the existing legacy systems, analyzing and design mappings to Oracle Applications and to Oracle Cloud Systems.Experience in working integrations with other 3rd party/custom applications.Experience in project functional and technical Documentation. UseRole: Oracle Enterprise Architect Remote Oracle EBS 11i, R12 and Oracle Fusion Cloud implementation of 15 years: Experience in large scale implementation, support and upgrade projects in SCM, Finance and Manufacturing modules.Experience in studying the existing legacy systems, analyzing and design mappings to Oracle Applications and to Oracle Cloud Systems.Experience in working integrations with other 3rd party/custom applications.Experience in project functional and technical Documentation. UseRole: Oracle Enterprise Architect Remote Oracle EBS 11i, R12 and Oracle Fusion Cloud implementation of 15 years: Experience in large scale implementation, support and upgrade projects in SCM, Finance and Manufacturing modules.Experience in studying the existing legacy systems, analyzing and design mappings to Oracle Applications and to Oracle Cloud Systems.Experience in working integrations with other 3rd party/custom applications.Experience in project functional and technical Documentation. UseRole: Oracle Enterprise Architect Remote Oracle EBS 11i, R12 and Oracle Fusion Cloud implementation of 15 years: Experience in large scale implementation, support and upgrade projects in SCM, Finance and Manufacturing modules.Experience in studying the existing legacy systems, analyzing and design mappings to Oracle Applications and to Oracle Cloud Systems.Experience in working integrations with other 3rd party/custom applications.Experience in project functional and technical Documentation. Use"
222, Oracle Enterprise Architect- Remote / Telecommute , Cynet Systems ,"We are looking forOracle Enterprise Architect- Remote / Telecommutefor our client inDallas, TXJob Title:Oracle Enterprise Architect- Remote / TelecommuteJob Location:Dallas, TXJob Type:ContractJob Description:Qualifications: Experience in large scale implementation, support and upgrade projects in SCM, Finance and Manufacturing modules.Experience in studying the existing legacy systems, analyzing and design mappings to Oracle Applications and to Oracle Cloud Systems.Experience in working integraWe are looking forOracle Enterprise Architect- Remote / Telecommutefor our client inDallas, TXJob Title:Oracle Enterprise Architect- Remote / TelecommuteJob Location:Dallas, TXJob Type:ContractJob Description:Qualifications: Experience in large scale implementation, support and upgrade projects in SCM, Finance and Manufacturing modules.Experience in studying the existing legacy systems, analyzing and design mappings to Oracle Applications and to Oracle Cloud Systems.Experience in working integraWe are looking forOracle Enterprise Architect- Remote / Telecommutefor our client inDallas, TXJob Title:Oracle Enterprise Architect- Remote / TelecommuteJob Location:Dallas, TXJob Type:ContractJob Description:Qualifications: Experience in large scale implementation, support and upgrade projects in SCM, Finance and Manufacturing modules.Experience in studying the existing legacy systems, analyzing and design mappings to Oracle Applications and to Oracle Cloud Systems.Experience in working integraWe are looking forOracle Enterprise Architect- Remote / Telecommutefor our client inDallas, TXJob Title:Oracle Enterprise Architect- Remote / TelecommuteJob Location:Dallas, TXJob Type:ContractJob Description:Qualifications: Experience in large scale implementation, support and upgrade projects in SCM, Finance and Manufacturing modules.Experience in studying the existing legacy systems, analyzing and design mappings to Oracle Applications and to Oracle Cloud Systems.Experience in working integra"
223, Oracle Finance Functional Consultant ," Pure Solutions, LLC ","Position:Oracle FinanceFunctional Consultant Location: Remote Duration: Long Term ContractThis is an Finance functional requirement for a client who provide data-driven, insight-led solutions in the areas of people, risk and capital. This is an urgent role and please share profiles asap.  10 years' experience implementing Oracle Source 2 Pay, Record 2 Report process areas in Oracle.Source 2 Pay Modules include  Advanced Payables, Oracle I ExpenseRecord 2 Report modules include  General Ledger, APosition:Oracle FinanceFunctional Consultant Location: Remote Duration: Long Term ContractThis is an Finance functional requirement for a client who provide data-driven, insight-led solutions in the areas of people, risk and capital. This is an urgent role and please share profiles asap.  10 years' experience implementing Oracle Source 2 Pay, Record 2 Report process areas in Oracle.Source 2 Pay Modules include  Advanced Payables, Oracle I ExpenseRecord 2 Report modules include  General Ledger, APosition:Oracle FinanceFunctional Consultant Location: Remote Duration: Long Term ContractThis is an Finance functional requirement for a client who provide data-driven, insight-led solutions in the areas of people, risk and capital. This is an urgent role and please share profiles asap.  10 years' experience implementing Oracle Source 2 Pay, Record 2 Report process areas in Oracle.Source 2 Pay Modules include  Advanced Payables, Oracle I ExpenseRecord 2 Report modules include  General Ledger, A"
224, Oracle PDH Techno Functional Consultant , Apolis ,"Job Title: Oracle PDH Techno Functional Consultant Location: 100% RemoteTax Term (W2, C2C): W2/C2CJob Type (Permanent/Contract) : ContractDuration: 12 MonthsRoles & Responsibilities/Education/Qualification : A requirement for a Oracle PDH Techno Functional Consultant. The candidate should be able to interact with key stake holders and also fulfill the below JD. Resource should have strong understanding of Item(Product) master especially in Oracle Product information master (PIM) module.Product IJob Title: Oracle PDH Techno Functional Consultant Location: 100% RemoteTax Term (W2, C2C): W2/C2CJob Type (Permanent/Contract) : ContractDuration: 12 MonthsRoles & Responsibilities/Education/Qualification : A requirement for a Oracle PDH Techno Functional Consultant. The candidate should be able to interact with key stake holders and also fulfill the below JD. Resource should have strong understanding of Item(Product) master especially in Oracle Product information master (PIM) module.Product IJob Title: Oracle PDH Techno Functional Consultant Location: 100% RemoteTax Term (W2, C2C): W2/C2CJob Type (Permanent/Contract) : ContractDuration: 12 MonthsRoles & Responsibilities/Education/Qualification : A requirement for a Oracle PDH Techno Functional Consultant. The candidate should be able to interact with key stake holders and also fulfill the below JD. Resource should have strong understanding of Item(Product) master especially in Oracle Product information master (PIM) module.Product IJob Title: Oracle PDH Techno Functional Consultant Location: 100% RemoteTax Term (W2, C2C): W2/C2CJob Type (Permanent/Contract) : ContractDuration: 12 MonthsRoles & Responsibilities/Education/Qualification : A requirement for a Oracle PDH Techno Functional Consultant. The candidate should be able to interact with key stake holders and also fulfill the below JD. Resource should have strong understanding of Item(Product) master especially in Oracle Product information master (PIM) module.Product I"
225, PCB Designer ," Berean Group International, Inc. ","Hi,  Berean Group is looking for an Industrial PCB Design - Contractor (DSP4) with end client  Role: PCB Designer Duration: 12+ months (Possible Extension) Job Description:  The Printed Circuit Board Design as part of a product development team responsible for the design of complex multilayer digital, power supply, or RF circuit cards. They will work with the library team, layout designers, electrical, mechanical, and manufacturing engineers to produce high-quality designs per the defined requirHi,  Berean Group is looking for an Industrial PCB Design - Contractor (DSP4) with end client  Role: PCB Designer Duration: 12+ months (Possible Extension) Job Description:  The Printed Circuit Board Design as part of a product development team responsible for the design of complex multilayer digital, power supply, or RF circuit cards. They will work with the library team, layout designers, electrical, mechanical, and manufacturing engineers to produce high-quality designs per the defined requirHi,  Berean Group is looking for an Industrial PCB Design - Contractor (DSP4) with end client  Role: PCB Designer Duration: 12+ months (Possible Extension) Job Description:  The Printed Circuit Board Design as part of a product development team responsible for the design of complex multilayer digital, power supply, or RF circuit cards. They will work with the library team, layout designers, electrical, mechanical, and manufacturing engineers to produce high-quality designs per the defined requir"
